,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
57,,0.186,https://api.spotify.com/v1/audio-analysis/4GmxAkE4CBTHHxXPHjYkp7,0.733,159677.0,0.633,4GmxAkE4CBTHHxXPHjYkp7,0.0039,8.0,0.272,-7.353,1.0,0.0533,123.882,4.0,https://api.spotify.com/v1/tracks/4GmxAkE4CBTHHxXPHjYkp7,audio_features,spotify:track:4GmxAkE4CBTHHxXPHjYkp7,0.395
58,,0.00829,https://api.spotify.com/v1/audio-analysis/5GCdBZ6QzW3lWbMJEwYx6k,0.873,177432.0,0.797,5GCdBZ6QzW3lWbMJEwYx6k,0.00108,0.0,0.398,-5.488,1.0,0.085,120.013,4.0,https://api.spotify.com/v1/tracks/5GCdBZ6QzW3lWbMJEwYx6k,audio_features,spotify:track:5GCdBZ6QzW3lWbMJEwYx6k,0.557
59,,0.00408,https://api.spotify.com/v1/audio-analysis/0JLiYHwL8CXEysiurWmdow,0.656,186131.0,0.776,0JLiYHwL8CXEysiurWmdow,0.778,11.0,0.346,-9.445,0.0,0.0351,125.975,4.0,https://api.spotify.com/v1/tracks/0JLiYHwL8CXEysiurWmdow,audio_features,spotify:track:0JLiYHwL8CXEysiurWmdow,0.338
60,,0.00152,https://api.spotify.com/v1/audio-analysis/6Q7tMRu8cJT1YnBCK6xXBo,0.587,200656.0,0.854,6Q7tMRu8cJT1YnBCK6xXBo,0.761,7.0,0.438,-5.656,1.0,0.038,122.022,4.0,https://api.spotify.com/v1/tracks/6Q7tMRu8cJT1YnBCK6xXBo,audio_features,spotify:track:6Q7tMRu8cJT1YnBCK6xXBo,0.132
61,,0.0416,https://api.spotify.com/v1/audio-analysis/0p74jD9Fhxaub4XQjoHyeI,0.66,173292.0,0.923,0p74jD9Fhxaub4XQjoHyeI,0.647,10.0,0.0573,-5.759,0.0,0.0429,124.991,4.0,https://api.spotify.com/v1/tracks/0p74jD9Fhxaub4XQjoHyeI,audio_features,spotify:track:0p74jD9Fhxaub4XQjoHyeI,0.34
62,,0.0169,https://api.spotify.com/v1/audio-analysis/3fx6cYAszO5gvfu8r95UQn,0.751,164293.0,0.671,3fx6cYAszO5gvfu8r95UQn,0.0,6.0,0.0803,-6.976,1.0,0.048,125.074,4.0,https://api.spotify.com/v1/tracks/3fx6cYAszO5gvfu8r95UQn,audio_features,spotify:track:3fx6cYAszO5gvfu8r95UQn,0.525
63,,0.0521,https://api.spotify.com/v1/audio-analysis/3mYEmm1lwwDRmosviDHlYf,0.754,160000.0,0.819,3mYEmm1lwwDRmosviDHlYf,0.00218,8.0,0.106,-6.382,0.0,0.0368,119.991,4.0,https://api.spotify.com/v1/tracks/3mYEmm1lwwDRmosviDHlYf,audio_features,spotify:track:3mYEmm1lwwDRmosviDHlYf,0.481
64,,0.103,https://api.spotify.com/v1/audio-analysis/7g6wU2kGtt2cwzyH5HWYB6,0.65,172460.0,0.794,7g6wU2kGtt2cwzyH5HWYB6,0.00024,10.0,0.0722,-6.138,1.0,0.0392,120.062,4.0,https://api.spotify.com/v1/tracks/7g6wU2kGtt2cwzyH5HWYB6,audio_features,spotify:track:7g6wU2kGtt2cwzyH5HWYB6,0.107
65,,0.624,https://api.spotify.com/v1/audio-analysis/6Vgtvd7I5yopJdBuxqjBd2,0.785,163759.0,0.818,6Vgtvd7I5yopJdBuxqjBd2,0.149,7.0,0.149,-8.711,1.0,0.099,117.98,4.0,https://api.spotify.com/v1/tracks/6Vgtvd7I5yopJdBuxqjBd2,audio_features,spotify:track:6Vgtvd7I5yopJdBuxqjBd2,0.0503
66,,0.0921,https://api.spotify.com/v1/audio-analysis/0ZKvsGwD3D8Y4orIQGyyBW,0.783,163499.0,0.822,0ZKvsGwD3D8Y4orIQGyyBW,9.73e-05,0.0,0.112,-6.744,0.0,0.0658,119.999,4.0,https://api.spotify.com/v1/tracks/0ZKvsGwD3D8Y4orIQGyyBW,audio_features,spotify:track:0ZKvsGwD3D8Y4orIQGyyBW,0.149
67,,0.0681,https://api.spotify.com/v1/audio-analysis/1t0Jmqg1pKVBbxjQFZebeR,0.761,285375.0,0.781,1t0Jmqg1pKVBbxjQFZebeR,0.108,5.0,0.0607,-6.778,0.0,0.141,123.023,4.0,https://api.spotify.com/v1/tracks/1t0Jmqg1pKVBbxjQFZebeR,audio_features,spotify:track:1t0Jmqg1pKVBbxjQFZebeR,0.473
68,,0.0294,https://api.spotify.com/v1/audio-analysis/06gpmqCtODX6QLF512TeBH,0.68,236173.0,0.82,06gpmqCtODX6QLF512TeBH,0.596,11.0,0.24,-7.789,1.0,0.0321,116.007,4.0,https://api.spotify.com/v1/tracks/06gpmqCtODX6QLF512TeBH,audio_features,spotify:track:06gpmqCtODX6QLF512TeBH,0.209
