,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
57,,0.00331,https://api.spotify.com/v1/audio-analysis/1UwiFu5Wg3V5qlwXa4TnLu,0.566,325833.0,0.988,1UwiFu5Wg3V5qlwXa4TnLu,0.744,7.0,0.0812,-4.348,1.0,0.0731,174.007,4.0,https://api.spotify.com/v1/tracks/1UwiFu5Wg3V5qlwXa4TnLu,audio_features,spotify:track:1UwiFu5Wg3V5qlwXa4TnLu,0.841
58,,0.00014,https://api.spotify.com/v1/audio-analysis/7vQSVysNGOOKtBmZ9JvHSz,0.555,278621.0,0.909,7vQSVysNGOOKtBmZ9JvHSz,0.918,2.0,0.185,-2.619,1.0,0.0585,173.96,4.0,https://api.spotify.com/v1/tracks/7vQSVysNGOOKtBmZ9JvHSz,audio_features,spotify:track:7vQSVysNGOOKtBmZ9JvHSz,0.192
59,,0.0359,https://api.spotify.com/v1/audio-analysis/6UsWzEcM9qoBKRaXx7XYB7,0.549,254913.0,0.764,6UsWzEcM9qoBKRaXx7XYB7,0.000158,0.0,0.25,-4.265,1.0,0.0392,174.034,4.0,https://api.spotify.com/v1/tracks/6UsWzEcM9qoBKRaXx7XYB7,audio_features,spotify:track:6UsWzEcM9qoBKRaXx7XYB7,0.197
60,,4.09e-05,https://api.spotify.com/v1/audio-analysis/5vzyGt2u1SP2H6G6XjqXxc,0.499,337907.0,0.964,5vzyGt2u1SP2H6G6XjqXxc,0.8,1.0,0.284,-4.142,1.0,0.0663,175.016,4.0,https://api.spotify.com/v1/tracks/5vzyGt2u1SP2H6G6XjqXxc,audio_features,spotify:track:5vzyGt2u1SP2H6G6XjqXxc,0.68
61,,0.00345,https://api.spotify.com/v1/audio-analysis/0KbZTlBZwKx3hZWvqkzXju,0.494,253893.0,0.834,0KbZTlBZwKx3hZWvqkzXju,0.754,1.0,0.0934,-4.104,1.0,0.0361,174.026,4.0,https://api.spotify.com/v1/tracks/0KbZTlBZwKx3hZWvqkzXju,audio_features,spotify:track:0KbZTlBZwKx3hZWvqkzXju,0.158
62,,0.000664,https://api.spotify.com/v1/audio-analysis/77Nvyqivv5lOJ8Yv3MEbBq,0.311,229166.0,0.898,77Nvyqivv5lOJ8Yv3MEbBq,0.0178,5.0,0.0848,-4.027,0.0,0.0641,173.995,4.0,https://api.spotify.com/v1/tracks/77Nvyqivv5lOJ8Yv3MEbBq,audio_features,spotify:track:77Nvyqivv5lOJ8Yv3MEbBq,0.0725
63,,0.000856,https://api.spotify.com/v1/audio-analysis/4Xp1MFag1hc6kyZMjPqZn0,0.631,390545.0,0.868,4Xp1MFag1hc6kyZMjPqZn0,0.792,7.0,0.102,-3.991,0.0,0.084,174.032,4.0,https://api.spotify.com/v1/tracks/4Xp1MFag1hc6kyZMjPqZn0,audio_features,spotify:track:4Xp1MFag1hc6kyZMjPqZn0,0.0337
64,,0.0505,https://api.spotify.com/v1/audio-analysis/3QMR4TRPeeJLztrs71kLRm,0.515,290297.0,0.921,3QMR4TRPeeJLztrs71kLRm,0.955,4.0,0.121,-3.705,0.0,0.038,174.05,4.0,https://api.spotify.com/v1/tracks/3QMR4TRPeeJLztrs71kLRm,audio_features,spotify:track:3QMR4TRPeeJLztrs71kLRm,0.14
65,,0.00166,https://api.spotify.com/v1/audio-analysis/7vsaOIbddI6jkFE9Br28fi,0.516,366947.0,0.919,7vsaOIbddI6jkFE9Br28fi,0.536,11.0,0.0913,-3.31,0.0,0.0452,175.008,4.0,https://api.spotify.com/v1/tracks/7vsaOIbddI6jkFE9Br28fi,audio_features,spotify:track:7vsaOIbddI6jkFE9Br28fi,0.426
66,,0.273,https://api.spotify.com/v1/audio-analysis/3HZoiApeSIV52mZUQbo2YX,0.666,246538.0,0.977,3HZoiApeSIV52mZUQbo2YX,0.909,5.0,0.0639,-0.697,0.0,0.142,87.505,4.0,https://api.spotify.com/v1/tracks/3HZoiApeSIV52mZUQbo2YX,audio_features,spotify:track:3HZoiApeSIV52mZUQbo2YX,0.498
67,,0.00811,https://api.spotify.com/v1/audio-analysis/1loyPtqUFhoFeWtVQCo0jw,0.642,264686.0,0.848,1loyPtqUFhoFeWtVQCo0jw,0.0,9.0,0.0657,-2.651,1.0,0.334,174.723,4.0,https://api.spotify.com/v1/tracks/1loyPtqUFhoFeWtVQCo0jw,audio_features,spotify:track:1loyPtqUFhoFeWtVQCo0jw,0.436
68,,0.00397,https://api.spotify.com/v1/audio-analysis/6jQPftagPHiOoWJ8T2UWm8,0.601,223448.0,0.978,6jQPftagPHiOoWJ8T2UWm8,0.145,1.0,0.0883,-4.924,1.0,0.114,174.087,4.0,https://api.spotify.com/v1/tracks/6jQPftagPHiOoWJ8T2UWm8,audio_features,spotify:track:6jQPftagPHiOoWJ8T2UWm8,0.218
69,,0.0142,https://api.spotify.com/v1/audio-analysis/04F8Pa11Kd8Elap6co39lM,0.717,218057.0,0.952,04F8Pa11Kd8Elap6co39lM,0.0,2.0,0.0731,-0.165,1.0,0.271,175.089,4.0,https://api.spotify.com/v1/tracks/04F8Pa11Kd8Elap6co39lM,audio_features,spotify:track:04F8Pa11Kd8Elap6co39lM,0.475
